,Data,Produto,Estado,Área Colhida (ha),Área Plantada (ha),Produção (t),Rendimento Médio (kg/ha),Temperatura Media,Precipitacao Total,Pressao Atmosferica Media,Vento Velocidade Media
1976,abril 2021,1.14 Milho (2 Safra),Santa Catarina,,,,,14.6,28.71,762.8,1.72
1977,abril 2021,1.15 Soja,Santa Catarina,680000.0,680000.0,2343625.0,3447.0,14.6,28.71,762.8,1.72
1978,abril 2021,1.17 Trigo,Santa Catarina,50000.0,50000.0,150000.0,3000.0,14.6,28.71,762.8,1.72
1979,abril 2021,15 Fumo,Santa Catarina,89544.0,89774.0,193140.0,2157.0,14.6,28.71,762.8,1.72
1980,maio 2021,1.4 Arroz,Santa Catarina,149235.0,149238.0,1157868.0,7759.0,11.1,76.22,758.0,1.26
1981,maio 2021,1.8 Feijao (1 Safra),Santa Catarina,32769.0,32773.0,63453.0,1936.0,11.1,76.22,758.0,1.26
1982,maio 2021,1.9 Feijao (2 Safra),Santa Catarina,22502.0,22502.0,34630.0,1539.0,11.1,76.22,758.0,1.26
1983,maio 2021,1.10 Feijao (3 Safra),Santa Catarina,,,,,11.1,76.22,758.0,1.26
1984,maio 2021,1.13 Milho (1 Safra),Santa Catarina,336556.0,339528.0,2200000.0,6537.0,11.1,76.22,758.0,1.26
1985,maio 2021,1.14 Milho (2 Safra),Santa Catarina,,,,,11.1,76.22,758.0,1.26
1986,maio 2021,1.15 Soja,Santa Catarina,680000.0,680000.0,2343625.0,3447.0,11.1,76.22,758.0,1.26
1987,maio 2021,1.17 Trigo,Santa Catarina,50000.0,50000.0,150000.0,3000.0,11.1,76.22,758.0,1.26
1988,maio 2021,15 Fumo,Santa Catarina,89544.0,89774.0,193140.0,2157.0,11.1,76.22,758.0,1.26
1989,junho 2021,1.4 Arroz,Santa Catarina,149235.0,149238.0,1157868.0,7759.0,9.89,129.74,714.78,1.22
1990,junho 2021,1.8 Feijao (1 Safra),Santa Catarina,32769.0,32773.0,63453.0,1936.0,9.89,129.74,714.78,1.22
1991,junho 2021,1.9 Feijao (2 Safra),Santa Catarina,22502.0,22502.0,34630.0,1539.0,9.89,129.74,714.78,1.22
1992,junho 2021,1.10 Feijao (3 Safra),Santa Catarina,,,,,9.89,129.74,714.78,1.22
1993,junho 2021,1.13 Milho (1 Safra),Santa Catarina,336556.0,339528.0,2200000.0,6537.0,9.89,129.74,714.78,1.22
1994,junho 2021,1.14 Milho (2 Safra),Santa Catarina,,,,,9.89,129.74,714.78,1.22
1995,junho 2021,1.15 Soja,Santa Catarina,680000.0,680000.0,2343625.0,3447.0,9.89,129.74,714.78,1.22
1996,junho 2021,1.17 Trigo,Santa Catarina,50000.0,50000.0,150000.0,3000.0,9.89,129.74,714.78,1.22
1997,junho 2021,15 Fumo,Santa Catarina,89544.0,89774.0,193140.0,2157.0,9.89,129.74,714.78,1.22
1998,julho 2021,1.4 Arroz,Santa Catarina,149235.0,149238.0,1157868.0,7759.0,8.58,24.87,667.8,1.25
1999,julho 2021,1.8 Feijao (1 Safra),Santa Catarina,32769.0,32773.0,63453.0,1936.0,8.58,24.87,667.8,1.25
2000,julho 2021,1.9 Feijao (2 Safra),Santa Catarina,22502.0,22502.0,34630.0,1539.0,8.58,24.87,667.8,1.25
2001,julho 2021,1.10 Feijao (3 Safra),Santa Catarina,,,,,8.58,24.87,667.8,1.25
2002,julho 2021,1.13 Milho (1 Safra),Santa Catarina,336556.0,339528.0,2200000.0,6537.0,8.58,24.87,667.8,1.25
2003,julho 2021,1.14 Milho (2 Safra),Santa Catarina,,,,,8.58,24.87,667.8,1.25
2004,julho 2021,1.15 Soja,Santa Catarina,680000.0,680000.0,2343625.0,3447.0,8.58,24.87,667.8,1.25
2005,julho 2021,1.17 Trigo,Santa Catarina,84651.0,84651.0,275638.0,3256.0,8.58,24.87,667.8,1.25
2006,julho 2021,15 Fumo,Santa Catarina,89544.0,89774.0,193140.0,2157.0,8.58,24.87,667.8,1.25
2007,agosto 2021,1.4 Arroz,Santa Catarina,149235.0,149238.0,1157868.0,7759.0,12.9,25.9,760.01,1.93
2008,agosto 2021,1.8 Feijao (1 Safra),Santa Catarina,32769.0,32773.0,63453.0,1936.0,12.9,25.9,760.01,1.93
2009,agosto 2021,1.9 Feijao (2 Safra),Santa Catarina,22502.0,22502.0,34630.0,1539.0,12.9,25.9,760.01,1.93
2010,agosto 2021,1.10 Feijao (3 Safra),Santa Catarina,,,,,12.9,25.9,760.01,1.93
2011,agosto 2021,1.13 Milho (1 Safra),Santa Catarina,336556.0,339528.0,2200000.0,6537.0,12.9,25.9,760.01,1.93
2012,agosto 2021,1.14 Milho (2 Safra),Santa Catarina,,,,,12.9,25.9,760.01,1.93
2013,agosto 2021,1.15 Soja,Santa Catarina,680000.0,680000.0,2343625.0,3447.0,12.9,25.9,760.01,1.93
2014,agosto 2021,1.17 Trigo,Santa Catarina,84651.0,84651.0,275638.0,3256.0,12.9,25.9,760.01,1.93
2015,agosto 2021,15 Fumo,Santa Catarina,89544.0,89774.0,193140.0,2157.0,12.9,25.9,760.01,1.93
2016,setembro 2021,1.4 Arroz,Santa Catarina,149235.0,149238.0,1157868.0,7759.0,12.32,98.81,664.73,1.39
2017,setembro 2021,1.8 Feijao (1 Safra),Santa Catarina,32769.0,32773.0,63453.0,1936.0,12.32,98.81,664.73,1.39
2018,setembro 2021,1.9 Feijao (2 Safra),Santa Catarina,22502.0,22502.0,34630.0,1539.0,12.32,98.81,664.73,1.39
2019,setembro 2021,1.10 Feijao (3 Safra),Santa Catarina,,,,,12.32,98.81,664.73,1.39
2020,setembro 2021,1.13 Milho (1 Safra),Santa Catarina,336556.0,339528.0,2200000.0,6537.0,12.32,98.81,664.73,1.39
2021,setembro 2021,1.14 Milho (2 Safra),Santa Catarina,,,,,12.32,98.81,664.73,1.39
2022,setembro 2021,1.15 Soja,Santa Catarina,680000.0,680000.0,2343625.0,3447.0,12.32,98.81,664.73,1.39
2023,setembro 2021,1.17 Trigo,Santa Catarina,84651.0,84651.0,275638.0,3256.0,12.32,98.81,664.73,1.39
2024,setembro 2021,15 Fumo,Santa Catarina,89544.0,89774.0,193140.0,2157.0,12.32,98.81,664.73,1.39
2025,outubro 2021,1.4 Arroz,Santa Catarina,149235.0,149238.0,1157868.0,7759.0,14.61,147.79,802.71,1.72
2026,outubro 2021,1.8 Feijao (1 Safra),Santa Catarina,32769.0,32773.0,63453.0,1936.0,14.61,147.79,802.71,1.72
2027,outubro 2021,1.9 Feijao (2 Safra),Santa Catarina,22502.0,22502.0,34630.0,1539.0,14.61,147.79,802.71,1.72
2028,outubro 2021,1.10 Feijao (3 Safra),Santa Catarina,,,,,14.61,147.79,802.71,1.72
2029,outubro 2021,1.13 Milho (1 Safra),Santa Catarina,336556.0,339528.0,2200000.0,6537.0,14.61,147.79,802.71,1.72
2030,outubro 2021,1.14 Milho (2 Safra),Santa Catarina,,,,,14.61,147.79,802.71,1.72
2031,outubro 2021,1.15 Soja,Santa Catarina,680000.0,680000.0,2343625.0,3447.0,14.61,147.79,802.71,1.72
2032,outubro 2021,1.17 Trigo,Santa Catarina,84651.0,84651.0,275638.0,3256.0,14.61,147.79,802.71,1.72
2033,outubro 2021,15 Fumo,Santa Catarina,89544.0,89774.0,193140.0,2157.0,14.61,147.79,802.71,1.72
2034,novembro 2021,1.4 Arroz,Santa Catarina,147820.0,147820.0,1196140.0,8092.0,16.03,78.68,709.6,1.31
2035,novembro 2021,1.8 Feijao (1 Safra),Santa Catarina,33562.0,33563.0,63856.0,1903.0,16.03,78.68,709.6,1.31
2036,novembro 2021,1.9 Feijao (2 Safra),Santa Catarina,25872.0,25874.0,34001.0,1314.0,16.03,78.68,709.6,1.31
2037,novembro 2021,1.10 Feijao (3 Safra),Santa Catarina,,,,,16.03,78.68,709.6,1.31
2038,novembro 2021,1.13 Milho (1 Safra),Santa Catarina,335844.0,339310.0,2006862.0,5976.0,16.03,78.68,709.6,1.31
2039,novembro 2021,1.14 Milho (2 Safra),Santa Catarina,,,,,16.03,78.68,709.6,1.31
2040,novembro 2021,1.15 Soja,Santa Catarina,688997.0,689005.0,2339080.0,3395.0,16.03,78.68,709.6,1.31
2041,novembro 2021,1.17 Trigo,Santa Catarina,100090.0,100090.0,329312.0,3290.0,16.03,78.68,709.6,1.31
2042,novembro 2021,15 Fumo,Santa Catarina,89488.0,89718.0,191676.0,2142.0,16.03,78.68,709.6,1.31
2043,dezembro 2021,1.4 Arroz,Santa Catarina,147820.0,147820.0,1196140.0,8092.0,18.22,41.34,709.22,1.42
2044,dezembro 2021,1.8 Feijao (1 Safra),Santa Catarina,33562.0,33563.0,63856.0,1903.0,18.22,41.34,709.22,1.42
2045,dezembro 2021,1.9 Feijao (2 Safra),Santa Catarina,25872.0,25874.0,34001.0,1314.0,18.22,41.34,709.22,1.42
2046,dezembro 2021,1.10 Feijao (3 Safra),Santa Catarina,,,,,18.22,41.34,709.22,1.42
2047,dezembro 2021,1.13 Milho (1 Safra),Santa Catarina,335844.0,339310.0,2006862.0,5976.0,18.22,41.34,709.22,1.42
2048,dezembro 2021,1.14 Milho (2 Safra),Santa Catarina,,,,,18.22,41.34,709.22,1.42
2049,dezembro 2021,1.15 Soja,Santa Catarina,688997.0,689005.0,2339080.0,3395.0,18.22,41.34,709.22,1.42
2050,dezembro 2021,1.17 Trigo,Santa Catarina,100090.0,100090.0,329312.0,3290.0,18.22,41.34,709.22,1.42
2051,dezembro 2021,15 Fumo,Santa Catarina,89488.0,89718.0,191676.0,2142.0,18.22,41.34,709.22,1.42
2052,janeiro 2022,1.4 Arroz,Santa Catarina,148238.0,148238.0,1147352.0,7740.0,19.29,108.75,800.55,1.54
2053,janeiro 2022,1.8 Feijao (1 Safra),Santa Catarina,33500.0,33500.0,65325.0,1950.0,19.29,108.75,800.55,1.54
2054,janeiro 2022,1.9 Feijao (2 Safra),Santa Catarina,22502.0,22502.0,34912.0,1552.0,19.29,108.75,800.55,1.54
2055,janeiro 2022,1.10 Feijao (3 Safra),Santa Catarina,,,,,19.29,108.75,800.55,1.54
2056,janeiro 2022,1.13 Milho (1 Safra),Santa Catarina,344098.0,344098.0,2408686.0,7000.0,19.29,108.75,800.55,1.54
2057,janeiro 2022,1.14 Milho (2 Safra),Santa Catarina,,,,,19.29,108.75,800.55,1.54
2058,janeiro 2022,1.15 Soja,Santa Catarina,727293.0,727293.0,2352183.0,3234.0,19.29,108.75,800.55,1.54
2059,janeiro 2022,1.17 Trigo,Santa Catarina,84651.0,84651.0,264619.0,3126.0,19.29,108.75,800.55,1.54
2060,janeiro 2022,15 Fumo,Santa Catarina,88419.0,88419.0,206928.0,2340.0,19.29,108.75,800.55,1.54
2061,fevereiro 2022,1.4 Arroz,Santa Catarina,148238.0,148238.0,1147352.0,7740.0,17.96,65.34,757.97,1.51
2062,fevereiro 2022,1.8 Feijao (1 Safra),Santa Catarina,33500.0,33500.0,65325.0,1950.0,17.96,65.34,757.97,1.51
2063,fevereiro 2022,1.9 Feijao (2 Safra),Santa Catarina,22502.0,22502.0,34912.0,1552.0,17.96,65.34,757.97,1.51
2064,fevereiro 2022,1.10 Feijao (3 Safra),Santa Catarina,,,,,17.96,65.34,757.97,1.51
2065,fevereiro 2022,1.13 Milho (1 Safra),Santa Catarina,344098.0,344098.0,2408686.0,7000.0,17.96,65.34,757.97,1.51
2066,fevereiro 2022,1.14 Milho (2 Safra),Santa Catarina,,,,,17.96,65.34,757.97,1.51
2067,fevereiro 2022,1.15 Soja,Santa Catarina,727293.0,727293.0,2352183.0,3234.0,17.96,65.34,757.97,1.51
2068,fevereiro 2022,1.17 Trigo,Santa Catarina,84651.0,84651.0,264619.0,3126.0,17.96,65.34,757.97,1.51
2069,fevereiro 2022,15 Fumo,Santa Catarina,88419.0,88419.0,206928.0,2340.0,17.96,65.34,757.97,1.51
2070,marco 2022,1.4 Arroz,Santa Catarina,148281.0,148281.0,1170689.0,7895.0,15.53,159.55,713.65,1.47
2071,marco 2022,1.8 Feijao (1 Safra),Santa Catarina,33500.0,33500.0,52930.0,1580.0,15.53,159.55,713.65,1.47
2072,marco 2022,1.9 Feijao (2 Safra),Santa Catarina,29000.0,29000.0,46400.0,1600.0,15.53,159.55,713.65,1.47
2073,marco 2022,1.10 Feijao (3 Safra),Santa Catarina,,,,,15.53,159.55,713.65,1.47
2074,marco 2022,1.13 Milho (1 Safra),Santa Catarina,339257.0,339257.0,2054536.0,6056.0,15.53,159.55,713.65,1.47
2075,marco 2022,1.14 Milho (2 Safra),Santa Catarina,,,,,15.53,159.55,713.65,1.47
2076,marco 2022,1.15 Soja,Santa Catarina,736371.0,736571.0,2022717.0,2747.0,15.53,159.55,713.65,1.47
2077,marco 2022,1.17 Trigo,Santa Catarina,90000.0,90000.0,297000.0,3300.0,15.53,159.55,713.65,1.47
2078,marco 2022,15 Fumo,Santa Catarina,86660.0,86994.0,188014.0,2170.0,15.53,159.55,713.65,1.47
2079,abril 2022,1.4 Arroz,Santa Catarina,148281.0,148281.0,1170689.0,7895.0,13.5,81.32,714.8,1.44
2080,abril 2022,1.8 Feijao (1 Safra),Santa Catarina,33500.0,33500.0,52930.0,1580.0,13.5,81.32,714.8,1.44
2081,abril 2022,1.9 Feijao (2 Safra),Santa Catarina,29000.0,29000.0,46400.0,1600.0,13.5,81.32,714.8,1.44
2082,abril 2022,1.10 Feijao (3 Safra),Santa Catarina,,,,,13.5,81.32,714.8,1.44
2083,abril 2022,1.13 Milho (1 Safra),Santa Catarina,339257.0,339257.0,2054536.0,6056.0,13.5,81.32,714.8,1.44
2084,abril 2022,1.14 Milho (2 Safra),Santa Catarina,,,,,13.5,81.32,714.8,1.44
2085,abril 2022,1.15 Soja,Santa Catarina,736371.0,736571.0,2022717.0,2747.0,13.5,81.32,714.8,1.44
2086,abril 2022,1.17 Trigo,Santa Catarina,90000.0,90000.0,297000.0,3300.0,13.5,81.32,714.8,1.44
2087,abril 2022,15 Fumo,Santa Catarina,86660.0,86994.0,188014.0,2170.0,13.5,81.32,714.8,1.44
2088,maio 2022,1.4 Arroz,Santa Catarina,148281.0,148281.0,1170689.0,7895.0,9.11,117.84,667.11,1.4
2089,maio 2022,1.8 Feijao (1 Safra),Santa Catarina,33500.0,33500.0,52930.0,1580.0,9.11,117.84,667.11,1.4
2090,maio 2022,1.9 Feijao (2 Safra),Santa Catarina,29000.0,29000.0,46400.0,1600.0,9.11,117.84,667.11,1.4
2091,maio 2022,1.10 Feijao (3 Safra),Santa Catarina,,,,,9.11,117.84,667.11,1.4
2092,maio 2022,1.13 Milho (1 Safra),Santa Catarina,339257.0,339257.0,2054536.0,6056.0,9.11,117.84,667.11,1.4
2093,maio 2022,1.14 Milho (2 Safra),Santa Catarina,,,,,9.11,117.84,667.11,1.4
2094,maio 2022,1.15 Soja,Santa Catarina,736371.0,736571.0,2022717.0,2747.0,9.11,117.84,667.11,1.4
2095,maio 2022,1.17 Trigo,Santa Catarina,90000.0,90000.0,297000.0,3300.0,9.11,117.84,667.11,1.4
2096,maio 2022,15 Fumo,Santa Catarina,86660.0,86994.0,188014.0,2170.0,9.11,117.84,667.11,1.4
2097,junho 2022,1.4 Arroz,Santa Catarina,148281.0,148281.0,1170689.0,7895.0,7.99,87.51,588.78,1.62
2098,junho 2022,1.8 Feijao (1 Safra),Santa Catarina,33500.0,33500.0,52930.0,1580.0,7.99,87.51,588.78,1.62
2099,junho 2022,1.9 Feijao (2 Safra),Santa Catarina,29000.0,29000.0,46400.0,1600.0,7.99,87.51,588.78,1.62
2100,junho 2022,1.10 Feijao (3 Safra),Santa Catarina,,,,,7.99,87.51,588.78,1.62
2101,junho 2022,1.13 Milho (1 Safra),Santa Catarina,339257.0,339257.0,2054536.0,6056.0,7.99,87.51,588.78,1.62
2102,junho 2022,1.14 Milho (2 Safra),Santa Catarina,,,,,7.99,87.51,588.78,1.62
2103,junho 2022,1.15 Soja,Santa Catarina,736371.0,736571.0,2022717.0,2747.0,7.99,87.51,588.78,1.62
2104,junho 2022,1.17 Trigo,Santa Catarina,90000.0,90000.0,297000.0,3300.0,7.99,87.51,588.78,1.62
2105,junho 2022,15 Fumo,Santa Catarina,86660.0,86994.0,188014.0,2170.0,7.99,87.51,588.78,1.62
2106,julho 2022,1.4 Arroz,Santa Catarina,148281.0,148281.0,1170689.0,7895.0,10.64,21.75,628.74,1.88
2107,julho 2022,1.8 Feijao (1 Safra),Santa Catarina,33500.0,33500.0,52930.0,1580.0,10.64,21.75,628.74,1.88
2108,julho 2022,1.9 Feijao (2 Safra),Santa Catarina,29000.0,29000.0,46400.0,1600.0,10.64,21.75,628.74,1.88
2109,julho 2022,1.10 Feijao (3 Safra),Santa Catarina,,,,,10.64,21.75,628.74,1.88
2110,julho 2022,1.13 Milho (1 Safra),Santa Catarina,339257.0,339257.0,2054536.0,6056.0,10.64,21.75,628.74,1.88
2111,julho 2022,1.14 Milho (2 Safra),Santa Catarina,,,,,10.64,21.75,628.74,1.88
2112,julho 2022,1.15 Soja,Santa Catarina,736371.0,736571.0,2022717.0,2747.0,10.64,21.75,628.74,1.88
2113,julho 2022,1.17 Trigo,Santa Catarina,90000.0,90000.0,297000.0,3300.0,10.64,21.75,628.74,1.88
2114,julho 2022,15 Fumo,Santa Catarina,86660.0,86994.0,188014.0,2170.0,10.64,21.75,628.74,1.88
2115,agosto 2022,1.4 Arroz,Santa Catarina,148281.0,148281.0,1170689.0,7895.0,9.28,110.31,632.95,2.05
2116,agosto 2022,1.8 Feijao (1 Safra),Santa Catarina,33500.0,33500.0,52930.0,1580.0,9.28,110.31,632.95,2.05
2117,agosto 2022,1.9 Feijao (2 Safra),Santa Catarina,29000.0,29000.0,46400.0,1600.0,9.28,110.31,632.95,2.05
2118,agosto 2022,1.10 Feijao (3 Safra),Santa Catarina,,,,,9.28,110.31,632.95,2.05
2119,agosto 2022,1.13 Milho (1 Safra),Santa Catarina,339257.0,339257.0,2054536.0,6056.0,9.28,110.31,632.95,2.05
2120,agosto 2022,1.14 Milho (2 Safra),Santa Catarina,,,,,9.28,110.31,632.95,2.05
2121,agosto 2022,1.15 Soja,Santa Catarina,736371.0,736571.0,2022717.0,2747.0,9.28,110.31,632.95,2.05
2122,agosto 2022,1.17 Trigo,Santa Catarina,90000.0,90000.0,297000.0,3300.0,9.28,110.31,632.95,2.05
2123,agosto 2022,15 Fumo,Santa Catarina,86660.0,86994.0,188014.0,2170.0,9.28,110.31,632.95,2.05
2124,setembro 2022,1.4 Arroz,Santa Catarina,148281.0,148281.0,1170689.0,7895.0,8.65,55.39,534.78,1.24
2125,setembro 2022,1.8 Feijao (1 Safra),Santa Catarina,33500.0,33500.0,52930.0,1580.0,8.65,55.39,534.78,1.24
2126,setembro 2022,1.9 Feijao (2 Safra),Santa Catarina,29000.0,29000.0,46400.0,1600.0,8.65,55.39,534.78,1.24
2127,setembro 2022,1.10 Feijao (3 Safra),Santa Catarina,,,,,8.65,55.39,534.78,1.24
2128,setembro 2022,1.13 Milho (1 Safra),Santa Catarina,339257.0,339257.0,2054536.0,6056.0,8.65,55.39,534.78,1.24
2129,setembro 2022,1.14 Milho (2 Safra),Santa Catarina,,,,,8.65,55.39,534.78,1.24
2130,setembro 2022,1.15 Soja,Santa Catarina,736371.0,736571.0,2022717.0,2747.0,8.65,55.39,534.78,1.24
2131,setembro 2022,1.17 Trigo,Santa Catarina,90000.0,90000.0,297000.0,3300.0,8.65,55.39,534.78,1.24
2132,setembro 2022,15 Fumo,Santa Catarina,86660.0,86994.0,188014.0,2170.0,8.65,55.39,534.78,1.24
2133,outubro 2022,1.4 Arroz,Santa Catarina,148281.0,148281.0,1170689.0,7895.0,12.24,125.54,669.16,1.8
2134,outubro 2022,1.8 Feijao (1 Safra),Santa Catarina,33500.0,33500.0,52930.0,1580.0,12.24,125.54,669.16,1.8
2135,outubro 2022,1.9 Feijao (2 Safra),Santa Catarina,29000.0,29000.0,46400.0,1600.0,12.24,125.54,669.16,1.8
2136,outubro 2022,1.10 Feijao (3 Safra),Santa Catarina,,,,,12.24,125.54,669.16,1.8
2137,outubro 2022,1.13 Milho (1 Safra),Santa Catarina,339257.0,339257.0,2054536.0,6056.0,12.24,125.54,669.16,1.8
2138,outubro 2022,1.14 Milho (2 Safra),Santa Catarina,,,,,12.24,125.54,669.16,1.8
2139,outubro 2022,1.15 Soja,Santa Catarina,736371.0,736571.0,2022717.0,2747.0,12.24,125.54,669.16,1.8
2140,outubro 2022,1.17 Trigo,Santa Catarina,90000.0,90000.0,297000.0,3300.0,12.24,125.54,669.16,1.8
2141,outubro 2022,15 Fumo,Santa Catarina,86660.0,86994.0,188014.0,2170.0,12.24,125.54,669.16,1.8
2142,novembro 2022,1.4 Arroz,Santa Catarina,146155.0,146167.0,1177241.0,8055.0,17.15,83.28,897.61,2.54
2143,novembro 2022,1.8 Feijao (1 Safra),Santa Catarina,34571.0,34656.0,57083.0,1651.0,17.15,83.28,897.61,2.54
2144,novembro 2022,1.9 Feijao (2 Safra),Santa Catarina,33226.0,33332.0,92393.0,2781.0,17.15,83.28,897.61,2.54
2145,novembro 2022,1.10 Feijao (3 Safra),Santa Catarina,,,,,17.15,83.28,897.61,2.54
2146,novembro 2022,1.13 Milho (1 Safra),Santa Catarina,335904.0,337304.0,2112327.0,6288.0,17.15,83.28,897.61,2.54
2147,novembro 2022,1.14 Milho (2 Safra),Santa Catarina,,,,,17.15,83.28,897.61,2.54
2148,novembro 2022,1.15 Soja,Santa Catarina,752715.0,754305.0,2163708.0,2875.0,17.15,83.28,897.61,2.54
2149,novembro 2022,1.17 Trigo,Santa Catarina,124312.0,124312.0,430670.0,3464.0,17.15,83.28,897.61,2.54
2150,novembro 2022,15 Fumo,Santa Catarina,87366.0,87700.0,192676.0,2205.0,17.15,83.28,897.61,2.54
2151,dezembro 2022,1.4 Arroz,Santa Catarina,146155.0,146167.0,1177241.0,8055.0,20.03,223.64,894.27,2.02
2152,dezembro 2022,1.8 Feijao (1 Safra),Santa Catarina,34571.0,34656.0,57083.0,1651.0,20.03,223.64,894.27,2.02
2153,dezembro 2022,1.9 Feijao (2 Safra),Santa Catarina,33226.0,33332.0,92393.0,2781.0,20.03,223.64,894.27,2.02
2154,dezembro 2022,1.10 Feijao (3 Safra),Santa Catarina,,,,,20.03,223.64,894.27,2.02
2155,dezembro 2022,1.13 Milho (1 Safra),Santa Catarina,335904.0,337304.0,2112327.0,6288.0,20.03,223.64,894.27,2.02
2156,dezembro 2022,1.14 Milho (2 Safra),Santa Catarina,,,,,20.03,223.64,894.27,2.02
2157,dezembro 2022,1.15 Soja,Santa Catarina,752715.0,754305.0,2163708.0,2875.0,20.03,223.64,894.27,2.02
2158,dezembro 2022,1.17 Trigo,Santa Catarina,124312.0,124312.0,430670.0,3464.0,20.03,223.64,894.27,2.02
2159,dezembro 2022,15 Fumo,Santa Catarina,87366.0,87700.0,192676.0,2205.0,20.03,223.64,894.27,2.02
2160,janeiro 2023,1.4 Arroz,Santa Catarina,146064.0,146064.0,1168139.0,7997.0,21.85,180.13,895.07,1.83
2161,janeiro 2023,1.8 Feijao (1 Safra),Santa Catarina,34610.0,34610.0,66753.0,1929.0,21.85,180.13,895.07,1.83
2162,janeiro 2023,1.9 Feijao (2 Safra),Santa Catarina,29000.0,29000.0,44561.0,1537.0,21.85,180.13,895.07,1.83
2163,janeiro 2023,1.10 Feijao (3 Safra),Santa Catarina,,,,,21.85,180.13,895.07,1.83
2164,janeiro 2023,1.13 Milho (1 Safra),Santa Catarina,336000.0,336000.0,2587200.0,7700.0,21.85,180.13,895.07,1.83
2165,janeiro 2023,1.14 Milho (2 Safra),Santa Catarina,,,,,21.85,180.13,895.07,1.83
2166,janeiro 2023,1.15 Soja,Santa Catarina,759824.0,759824.0,2656607.0,3496.0,21.85,180.13,895.07,1.83
2167,janeiro 2023,1.17 Trigo,Santa Catarina,90000.0,90000.0,282960.0,3144.0,21.85,180.13,895.07,1.83
2168,janeiro 2023,15 Fumo,Santa Catarina,86660.0,86994.0,189699.0,2189.0,21.85,180.13,895.07,1.83
2169,fevereiro 2023,1.4 Arroz,Santa Catarina,146064.0,146064.0,1168139.0,7997.0,20.18,176.74,895.19,1.7
2170,fevereiro 2023,1.8 Feijao (1 Safra),Santa Catarina,34610.0,34610.0,66753.0,1929.0,20.18,176.74,895.19,1.7
2171,fevereiro 2023,1.9 Feijao (2 Safra),Santa Catarina,29000.0,29000.0,44561.0,1537.0,20.18,176.74,895.19,1.7
2172,fevereiro 2023,1.10 Feijao (3 Safra),Santa Catarina,,,,,20.18,176.74,895.19,1.7
2173,fevereiro 2023,1.13 Milho (1 Safra),Santa Catarina,336000.0,336000.0,2587200.0,7700.0,20.18,176.74,895.19,1.7
2174,fevereiro 2023,1.14 Milho (2 Safra),Santa Catarina,,,,,20.18,176.74,895.19,1.7
2175,fevereiro 2023,1.15 Soja,Santa Catarina,759824.0,759824.0,2656607.0,3496.0,20.18,176.74,895.19,1.7
2176,fevereiro 2023,1.17 Trigo,Santa Catarina,90000.0,90000.0,282960.0,3144.0,20.18,176.74,895.19,1.7
2177,fevereiro 2023,15 Fumo,Santa Catarina,86660.0,86994.0,189699.0,2189.0,20.18,176.74,895.19,1.7
2178,marco 2023,1.4 Arroz,Santa Catarina,146064.0,146064.0,1168139.0,7997.0,20.59,174.49,896.87,1.8
2179,marco 2023,1.8 Feijao (1 Safra),Santa Catarina,34610.0,34610.0,66753.0,1929.0,20.59,174.49,896.87,1.8
2180,marco 2023,1.9 Feijao (2 Safra),Santa Catarina,29000.0,29000.0,44561.0,1537.0,20.59,174.49,896.87,1.8
2181,marco 2023,1.10 Feijao (3 Safra),Santa Catarina,,,,,20.59,174.49,896.87,1.8
2182,marco 2023,1.13 Milho (1 Safra),Santa Catarina,336000.0,336000.0,2587200.0,7700.0,20.59,174.49,896.87,1.8
2183,marco 2023,1.14 Milho (2 Safra),Santa Catarina,,,,,20.59,174.49,896.87,1.8
2184,marco 2023,1.15 Soja,Santa Catarina,759824.0,759824.0,2656607.0,3496.0,20.59,174.49,896.87,1.8
2185,marco 2023,1.17 Trigo,Santa Catarina,90000.0,90000.0,282960.0,3144.0,20.59,174.49,896.87,1.8
2186,marco 2023,15 Fumo,Santa Catarina,86660.0,86994.0,189699.0,2189.0,20.59,174.49,896.87,1.8
2187,abril 2023,1.4 Arroz,Santa Catarina,143846.0,143846.0,1173399.0,8157.0,16.31,105.05,853.99,1.73
2188,abril 2023,1.8 Feijao (1 Safra),Santa Catarina,32651.0,32656.0,66298.0,2031.0,16.31,105.05,853.99,1.73
2189,abril 2023,1.9 Feijao (2 Safra),Santa Catarina,28848.0,28882.0,54391.0,1885.0,16.31,105.05,853.99,1.73
2190,abril 2023,1.10 Feijao (3 Safra),Santa Catarina,,,,,16.31,105.05,853.99,1.73
2191,abril 2023,1.13 Milho (1 Safra),Santa Catarina,328576.0,328720.0,2604724.0,7927.0,16.31,105.05,853.99,1.73
2192,abril 2023,1.14 Milho (2 Safra),Santa Catarina,,,,,16.31,105.05,853.99,1.73
2193,abril 2023,1.15 Soja,Santa Catarina,770392.0,771642.0,2877541.0,3735.0,16.31,105.05,853.99,1.73
2194,abril 2023,1.17 Trigo,Santa Catarina,114563.0,114563.0,373837.0,3263.0,16.31,105.05,853.99,1.73
2195,abril 2023,15 Fumo,Santa Catarina,85909.0,86239.0,193764.0,2255.0,16.31,105.05,853.99,1.73
2196,maio 2023,1.4 Arroz,Santa Catarina,143846.0,143846.0,1173399.0,8157.0,15.72,75.57,810.45,1.84
2197,maio 2023,1.8 Feijao (1 Safra),Santa Catarina,32651.0,32656.0,66298.0,2031.0,15.72,75.57,810.45,1.84
